run_index,seed,session_id,trades_per_agent_round,quantity_per_agent_round,median_order_size,q25_order_size,q75_order_size,sell_share,negative_cost_share,non_empty_markets_per_session_min,non_practice_trade_count,price_mse_vs_truth,price_mse_vs_benchmark,convergence_lag_mean,price_path_variance,trading_volume_total,informed_return_ratio_mean,uninformed_return_ratio_mean,treatment_effect_return_ratio,info_revelation_corr_mean
1.0,4200.0,1.0,13.86875,59.93125,2.0,1.0,7.0,0.2678383656301637,0.2678383656301637,4.0,6657.0,0.08239142558795712,0.11021457593332833,1.0,0.05652022288140403,28828.0,-0.15268103125,0.041716306249999995,-0.1943973375,0.8086112313799612
