id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,33,36,2026-06-01 14:21:37.106340,2026-06-01 14:21:40.950659
2,1,1,0,C,0.5,1,36,7,12,2026-06-01 14:21:40.951312,2026-06-01 14:22:00.292197
3,1,2,0,A,0.75,2,36,1901,1878,2026-06-01 14:22:00.298496,2026-06-01 14:22:24.443403
4,1,3,0,B,0.25,3,36,28,28,2026-06-01 14:22:24.444427,2026-06-01 14:22:43.062885
5,1,4,0,D,0.65,4,36,3941,4041,2026-06-01 14:22:43.064217,2026-06-01 14:23:08.581430
