id,market_id,round_number,opened_at,closed_at,opening_price,closing_price,bayesian_benchmark
1,1,1,2026-06-01 14:21:37.108132,2026-06-01 14:21:40.949537,0.5,0.4791787146272571,0.002044833295539375
2,2,1,2026-06-01 14:21:40.952804,2026-06-01 14:21:44.896457,0.5,0.46533348664659613,0.9929825533485988
3,2,2,2026-06-01 14:21:44.898238,2026-06-01 14:21:48.823182,0.46533348664659613,0.46533348664659613,0.9224533298882504
4,2,3,2026-06-01 14:21:48.824313,2026-06-01 14:21:52.668272,0.46533348664659613,0.46533348664659613,0.9994062572540016
5,2,4,2026-06-01 14:21:52.669773,2026-06-01 14:21:56.531168,0.46533348664659613,0.46533348664659613,0.9994062572540016
6,2,5,2026-06-01 14:21:56.532193,2026-06-01 14:22:00.289115,0.46533348664659613,0.46533348664659613,0.9979551667044606
7,3,1,2026-06-01 14:22:00.304389,2026-06-01 14:22:05.203612,0.5,0.8216809438923075,0.9999697990305696
8,3,2,2026-06-01 14:22:05.204374,2026-06-01 14:22:10.334319,0.8216809438923075,0.7471242672706695,0.9697986577181208
9,3,3,2026-06-01 14:22:10.335240,2026-06-01 14:22:15.233718,0.7471242672706695,0.6669548851735586,0.9697986577181208
10,3,4,2026-06-01 14:22:15.234668,2026-06-01 14:22:19.566709,0.6669548851735586,0.9573487478690571,0.9999990594578603
11,3,5,2026-06-01 14:22:19.567528,2026-06-01 14:22:24.442568,0.9573487478690571,0.6545022492518787,0.9999697990305696
12,4,1,2026-06-01 14:22:24.446389,2026-06-01 14:22:28.279120,0.5,0.5,0.5
13,4,2,2026-06-01 14:22:28.280219,2026-06-01 14:22:31.942988,0.5,0.5,0.5
14,4,3,2026-06-01 14:22:31.943793,2026-06-01 14:22:35.651947,0.5,0.5,0.5
15,4,4,2026-06-01 14:22:35.652792,2026-06-01 14:22:39.349271,0.5,0.5,0.5
16,4,5,2026-06-01 14:22:39.350574,2026-06-01 14:22:43.061551,0.5,0.5,0.5
17,5,1,2026-06-01 14:22:43.065963,2026-06-01 14:22:48.142591,0.5,0.04043956481800324,0.0009688763426712289
18,5,2,2026-06-01 14:22:48.143812,2026-06-01 14:22:52.074168,0.04043956481800324,0.039375324260408275,3.0200969430404782e-05
19,5,3,2026-06-01 14:22:52.074957,2026-06-01 14:22:58.409627,0.039375324260408275,0.5415704832167999,0.03020134228187921
20,5,4,2026-06-01 14:22:58.410465,2026-06-01 14:23:03.981295,0.5415704832167999,0.08839967720705841,3.0200969430404782e-05
21,5,5,2026-06-01 14:23:03.982271,2026-06-01 14:23:08.580435,0.08839967720705841,0.05853690287436789,0.0009688763426712289
