id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,30,33,2026-06-01 14:18:37.160104,2026-06-01 14:18:40.895144
2,1,1,0,C,0.5,1,36,7,12,2026-06-01 14:18:40.895991,2026-06-01 14:18:59.111038
3,1,2,0,A,0.75,2,36,1792,1776,2026-06-01 14:18:59.112683,2026-06-01 14:19:22.885422
4,1,3,0,B,0.25,3,36,17,19,2026-06-01 14:19:22.886679,2026-06-01 14:19:41.573149
5,1,4,0,D,0.65,4,36,3990,4077,2026-06-01 14:19:41.574260,2026-06-01 14:20:06.459678
