session_id,participant_id,total_tokens,rank,prize_eur,computed_at,paid_at
1,P24,1203.9584,1,5,2026-06-01 14:20:06,
1,P14,999.5184,2,3,2026-06-01 14:20:06,
1,P20,897.7631,3,2,2026-06-01 14:20:06,
1,P18,841.344,4,0,2026-06-01 14:20:06,
1,P13,772.8823,5,0,2026-06-01 14:20:06,
1,P17,770.1698,6,0,2026-06-01 14:20:06,
1,P09,728.1678,7,0,2026-06-01 14:20:06,
1,P15,684.9369,8,0,2026-06-01 14:20:06,
1,P16,682.9649,9,0,2026-06-01 14:20:06,
1,P02,659.9524,10,0,2026-06-01 14:20:06,
1,P03,608.7932,11,0,2026-06-01 14:20:06,
1,P22,600.018,12,0,2026-06-01 14:20:06,
1,P01,547.8006,13,0,2026-06-01 14:20:06,
1,P19,547.0238,14,0,2026-06-01 14:20:06,
1,P23,481.2606,15,0,2026-06-01 14:20:06,
1,P11,452.2378,16,0,2026-06-01 14:20:06,
1,P12,404.6663,17,0,2026-06-01 14:20:06,
1,P07,401.9592,18,0,2026-06-01 14:20:06,
1,P06,397.147,19,0,2026-06-01 14:20:06,
1,P21,383.261,20,0,2026-06-01 14:20:06,
1,P08,382.6634,21,0,2026-06-01 14:20:06,
1,P04,360.5646,22,0,2026-06-01 14:20:06,
1,P10,314.7501,23,0,2026-06-01 14:20:06,
1,P05,200.5907,24,0,2026-06-01 14:20:06,
