id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,30,32,2026-06-01 14:15:44.929000,2026-06-01 14:15:48.752557
2,1,1,0,C,0.5,1,36,7,12,2026-06-01 14:15:48.753340,2026-06-01 14:16:06.882906
3,1,2,0,A,0.75,2,36,1892,1828,2026-06-01 14:16:06.884916,2026-06-01 14:16:29.397258
4,1,3,0,B,0.25,3,36,31,29,2026-06-01 14:16:29.398365,2026-06-01 14:16:47.317553
5,1,4,0,D,0.65,4,36,4092,4206,2026-06-01 14:16:47.318795,2026-06-01 14:17:10.911891
