id,market_id,round_number,opened_at,closed_at,opening_price,closing_price,bayesian_benchmark
1,1,1,2026-06-01 14:14:15.392989,2026-06-01 14:14:19.109361,0.5,0.49305600205173933,0.002044833295539375
2,2,1,2026-06-01 14:14:19.112948,2026-06-01 14:14:22.710382,0.5,0.46533348664659613,0.9929825533485988
3,2,2,2026-06-01 14:14:22.711414,2026-06-01 14:14:26.309978,0.46533348664659613,0.46533348664659613,0.9224533298882504
4,2,3,2026-06-01 14:14:26.311333,2026-06-01 14:14:29.940425,0.46533348664659613,0.46533348664659613,0.9994062572540016
5,2,4,2026-06-01 14:14:29.941588,2026-06-01 14:14:33.579963,0.46533348664659613,0.46533348664659613,0.9994062572540016
6,2,5,2026-06-01 14:14:33.581321,2026-06-01 14:14:37.171530,0.46533348664659613,0.46533348664659613,0.9979551667044606
7,3,1,2026-06-01 14:14:37.177283,2026-06-01 14:14:41.773541,0.5,0.7772998611746911,0.9999697990305696
8,3,2,2026-06-01 14:14:41.774535,2026-06-01 14:14:46.476845,0.7772998611746911,0.6970592839654074,0.9697986577181208
9,3,3,2026-06-01 14:14:46.477884,2026-06-01 14:14:51.487440,0.6970592839654074,0.520821285372743,0.9697986577181208
10,3,4,2026-06-01 14:14:51.488316,2026-06-01 14:14:56.128973,0.520821285372743,0.8892726820276319,0.9999990594578603
11,3,5,2026-06-01 14:14:56.129680,2026-06-01 14:15:01.229137,0.8892726820276319,0.6669548851735586,0.9999697990305696
12,4,1,2026-06-01 14:15:01.233585,2026-06-01 14:15:06.025854,0.5,0.5,0.5
13,4,2,2026-06-01 14:15:06.027026,2026-06-01 14:15:09.691672,0.5,0.5,0.5
14,4,3,2026-06-01 14:15:09.692702,2026-06-01 14:15:13.400657,0.5,0.5,0.5
15,4,4,2026-06-01 14:15:13.402204,2026-06-01 14:15:17.082797,0.5,0.5,0.5
16,4,5,2026-06-01 14:15:17.084014,2026-06-01 14:15:20.796486,0.5,0.5,0.5
17,5,1,2026-06-01 14:15:20.801901,2026-06-01 14:15:25.615333,0.5,0.04043956481800324,0.0009688763426712289
18,5,2,2026-06-01 14:15:25.616366,2026-06-01 14:15:29.598167,0.04043956481800324,0.03538109202197851,3.0200969430404782e-05
19,5,3,2026-06-01 14:15:29.599354,2026-06-01 14:15:35.270641,0.03538109202197851,0.555328055262369,0.03020134228187921
20,5,4,2026-06-01 14:15:35.271328,2026-06-01 14:15:40.602253,0.555328055262369,0.1107273179723682,3.0200969430404782e-05
21,5,5,2026-06-01 14:15:40.603062,2026-06-01 14:15:44.798953,0.1107273179723682,0.03634146014678239,0.0009688763426712289
