id,market_id,round_number,opened_at,closed_at,opening_price,closing_price,bayesian_benchmark
1,1,1,2026-06-01 14:23:08.710090,2026-06-01 14:23:12.745543,0.5,0.5,0.002044833295539375
2,2,1,2026-06-01 14:23:12.750093,2026-06-01 14:23:16.508153,0.5,0.4791787146272571,0.9929825533485988
3,2,2,2026-06-01 14:23:16.509307,2026-06-01 14:23:20.180386,0.4791787146272571,0.4791787146272571,0.9224533298882504
4,2,3,2026-06-01 14:23:20.182243,2026-06-01 14:23:23.881101,0.4791787146272571,0.4791787146272571,0.9994062572540016
5,2,4,2026-06-01 14:23:23.882615,2026-06-01 14:23:27.566915,0.4791787146272571,0.4791787146272571,0.9994062572540016
6,2,5,2026-06-01 14:23:27.568586,2026-06-01 14:23:31.189915,0.4791787146272571,0.4791787146272571,0.9979551667044606
7,3,1,2026-06-01 14:23:31.195283,2026-06-01 14:23:36.297563,0.5,0.7471242672706695,0.9999697990305696
8,3,2,2026-06-01 14:23:36.298205,2026-06-01 14:23:41.571552,0.7471242672706695,0.5758000536158003,0.9697986577181208
9,3,3,2026-06-01 14:23:41.572333,2026-06-01 14:23:46.755626,0.5758000536158003,0.5069439979482607,0.9697986577181208
10,3,4,2026-06-01 14:23:46.756507,2026-06-01 14:23:51.509562,0.5069439979482607,0.9201542333853858,0.9999990594578603
11,3,5,2026-06-01 14:23:51.510678,2026-06-01 14:23:56.392084,0.9201542333853858,0.7143624294910559,0.9999697990305696
12,4,1,2026-06-01 14:23:56.395773,2026-06-01 14:24:00.457280,0.5,0.4861146822539951,0.5
13,4,2,2026-06-01 14:24:00.458107,2026-06-01 14:24:04.294377,0.4861146822539951,0.4861146822539951,0.5
14,4,3,2026-06-01 14:24:04.295423,2026-06-01 14:24:08.170348,0.4861146822539951,0.4861146822539951,0.5
15,4,4,2026-06-01 14:24:08.172258,2026-06-01 14:24:12.050155,0.4861146822539951,0.4861146822539951,0.5
16,4,5,2026-06-01 14:24:12.051001,2026-06-01 14:24:15.968988,0.4861146822539951,0.4861146822539951,0.5
17,5,1,2026-06-01 14:24:15.973442,2026-06-01 14:24:21.084226,0.5,0.039375324260408275,0.0009688763426712289
18,5,2,2026-06-01 14:24:21.085485,2026-06-01 14:24:25.206955,0.039375324260408275,0.04153132619455174,3.0200969430404782e-05
19,5,3,2026-06-01 14:24:25.208998,2026-06-01 14:24:31.231210,0.04153132619455174,0.6093175418435606,0.03020134228187921
20,5,4,2026-06-01 14:24:31.231870,2026-06-01 14:24:36.943093,0.6093175418435606,0.15886910488091516,3.0200969430404782e-05
21,5,5,2026-06-01 14:24:36.944037,2026-06-01 14:24:42.190811,0.15886910488091516,0.18660508209316082,0.0009688763426712289
