id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,46,46,2026-06-01 14:23:08.708087,2026-06-01 14:23:12.747480
2,1,1,0,C,0.5,1,36,12,15,2026-06-01 14:23:12.748459,2026-06-01 14:23:31.191690
3,1,2,0,A,0.75,2,36,1920,1887,2026-06-01 14:23:31.193666,2026-06-01 14:23:56.393054
4,1,3,0,B,0.25,3,36,17,19,2026-06-01 14:23:56.394157,2026-06-01 14:24:15.970481
5,1,4,0,D,0.65,4,36,4220,4273,2026-06-01 14:24:15.971766,2026-06-01 14:24:42.191658
