id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,44,46,2026-06-01 14:20:06.584495,2026-06-01 14:20:10.503309
2,1,1,0,C,0.5,1,36,7,12,2026-06-01 14:20:10.503960,2026-06-01 14:20:29.466678
3,1,2,0,A,0.75,2,36,1918,1884,2026-06-01 14:20:29.468405,2026-06-01 14:20:53.851859
4,1,3,0,B,0.25,3,36,29,29,2026-06-01 14:20:53.852974,2026-06-01 14:21:12.455676
5,1,4,0,D,0.65,4,36,4252,4328,2026-06-01 14:21:12.457047,2026-06-01 14:21:36.984945
