id,market_id,round_number,opened_at,closed_at,opening_price,closing_price,bayesian_benchmark
1,1,1,2026-06-01 14:09:56.695440,2026-06-01 14:10:00.284297,0.5,0.4791787146272571,0.002044833295539375
2,2,1,2026-06-01 14:10:00.288323,2026-06-01 14:10:03.772024,0.5,0.4791787146272571,0.9929825533485988
3,2,2,2026-06-01 14:10:03.773563,2026-06-01 14:10:07.246044,0.4791787146272571,0.4791787146272571,0.9224533298882504
4,2,3,2026-06-01 14:10:07.247371,2026-06-01 14:10:10.759234,0.4791787146272571,0.4791787146272571,0.9994062572540016
5,2,4,2026-06-01 14:10:10.760699,2026-06-01 14:10:14.269752,0.4791787146272571,0.4791787146272571,0.9994062572540016
6,2,5,2026-06-01 14:10:14.271334,2026-06-01 14:10:17.751385,0.4791787146272571,0.4791787146272571,0.9979551667044606
7,3,1,2026-06-01 14:10:17.756448,2026-06-01 14:10:22.362851,0.5,0.7574755792628283,0.9999697990305696
8,3,2,2026-06-01 14:10:22.363614,2026-06-01 14:10:27.016200,0.7574755792628283,0.6852009766653157,0.9697986577181208
9,3,3,2026-06-01 14:10:27.017235,2026-06-01 14:10:31.720392,0.6852009766653157,0.5960151933265168,0.9697986577181208
10,3,4,2026-06-01 14:10:31.721056,2026-06-01 14:10:35.894848,0.5960151933265168,0.9429752985789069,0.9999990594578603
11,3,5,2026-06-01 14:10:35.895522,2026-06-01 14:10:40.214509,0.9429752985789069,0.6970592839654074,0.9999697990305696
12,4,1,2026-06-01 14:10:40.217630,2026-06-01 14:10:43.806463,0.5,0.4861146822539951,0.5
13,4,2,2026-06-01 14:10:43.807714,2026-06-01 14:10:47.194074,0.4861146822539951,0.4861146822539951,0.5
14,4,3,2026-06-01 14:10:47.195119,2026-06-01 14:10:50.621286,0.4861146822539951,0.4861146822539951,0.5
15,4,4,2026-06-01 14:10:50.622485,2026-06-01 14:10:54.075016,0.4861146822539951,0.4861146822539951,0.5
16,4,5,2026-06-01 14:10:54.076351,2026-06-01 14:10:57.565731,0.4861146822539951,0.4861146822539951,0.5
17,5,1,2026-06-01 14:10:57.569928,2026-06-01 14:11:02.069332,0.5,0.037326887344129464,0.0009688763426712289
18,5,2,2026-06-01 14:11:02.070531,2026-06-01 14:11:05.778218,0.037326887344129464,0.04043956481800324,3.0200969430404782e-05
19,5,3,2026-06-01 14:11:05.778809,2026-06-01 14:11:11.264779,0.04043956481800324,0.679178699175393,0.03020134228187921
20,5,4,2026-06-01 14:11:11.265410,2026-06-01 14:11:16.261394,0.679178699175393,0.1107273179723682,3.0200969430404782e-05
21,5,5,2026-06-01 14:11:16.261997,2026-06-01 14:11:20.384506,0.1107273179723682,0.06496916912866407,0.0009688763426712289
