id,market_id,round_number,opened_at,closed_at,opening_price,closing_price,bayesian_benchmark
1,1,1,2026-06-01 14:12:46.788266,2026-06-01 14:12:50.555578,0.5,0.4861146822539951,0.002044833295539375
2,2,1,2026-06-01 14:12:50.560287,2026-06-01 14:12:54.307002,0.5,0.4861146822539951,0.9929825533485988
3,2,2,2026-06-01 14:12:54.308460,2026-06-01 14:12:58.068096,0.4861146822539951,0.4861146822539951,0.9224533298882504
4,2,3,2026-06-01 14:12:58.069667,2026-06-01 14:13:01.790476,0.4861146822539951,0.4861146822539951,0.9994062572540016
5,2,4,2026-06-01 14:13:01.792077,2026-06-01 14:13:05.678779,0.4861146822539951,0.4861146822539951,0.9994062572540016
6,2,5,2026-06-01 14:13:05.680488,2026-06-01 14:13:09.415547,0.4861146822539951,0.4861146822539951,0.9979551667044606
7,3,1,2026-06-01 14:13:09.420348,2026-06-01 14:13:14.210948,0.5,0.7471242672706695,0.9999697990305696
8,3,2,2026-06-01 14:13:14.211992,2026-06-01 14:13:19.127005,0.7471242672706695,0.6026853379784917,0.9697986577181208
9,3,3,2026-06-01 14:13:19.127740,2026-06-01 14:13:24.036520,0.6026853379784917,0.5138853177460049,0.9697986577181208
10,3,4,2026-06-01 14:13:24.037201,2026-06-01 14:13:28.656194,0.5138853177460049,0.8748396004250029,0.9999990594578603
11,3,5,2026-06-01 14:13:28.657105,2026-06-01 14:13:33.116287,0.8748396004250029,0.5960151933265168,0.9999697990305696
12,4,1,2026-06-01 14:13:33.119658,2026-06-01 14:13:36.837607,0.5,0.5,0.5
13,4,2,2026-06-01 14:13:36.838899,2026-06-01 14:13:40.355604,0.5,0.5,0.5
14,4,3,2026-06-01 14:13:40.356963,2026-06-01 14:13:43.903160,0.5,0.5,0.5
15,4,4,2026-06-01 14:13:43.904353,2026-06-01 14:13:47.478800,0.5,0.5,0.5
16,4,5,2026-06-01 14:13:47.479801,2026-06-01 14:13:51.078419,0.5,0.5,0.5
17,5,1,2026-06-01 14:13:51.082573,2026-06-01 14:13:55.753840,0.5,0.03634146014678239,0.0009688763426712289
18,5,2,2026-06-01 14:13:55.754688,2026-06-01 14:13:59.627260,0.03634146014678239,0.04742587317756679,3.0200969430404782e-05
19,5,3,2026-06-01 14:13:59.627848,2026-06-01 14:14:05.372883,0.04742587317756679,0.5415704832167999,0.03020134228187921
20,5,4,2026-06-01 14:14:05.373415,2026-06-01 14:14:10.672426,0.5415704832167999,0.10537408848177848,3.0200969430404782e-05
21,5,5,2026-06-01 14:14:10.673277,2026-06-01 14:14:15.255276,0.10537408848177848,0.09066389627358525,0.0009688763426712289
