id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,30,32,2026-06-01 14:12:46.786343,2026-06-01 14:12:50.558180
2,1,1,0,C,0.5,1,36,27,29,2026-06-01 14:12:50.558950,2026-06-01 14:13:09.416950
3,1,2,0,A,0.75,2,36,1963,1949,2026-06-01 14:13:09.418740,2026-06-01 14:13:33.117107
4,1,3,0,B,0.25,3,36,28,28,2026-06-01 14:13:33.118127,2026-06-01 14:13:51.079888
5,1,4,0,D,0.65,4,36,4073,4156,2026-06-01 14:13:51.081004,2026-06-01 14:14:15.256076
