trade_id,round_id,participant_id,direction,quantity,cost,price_before,price_after,q_yes_after,q_no_after,executed_at
1307,25,P08,yes,1,0.5035,0.5,0.506944,24.0,23.0,2026-05-29T13:59:13.114864+00:00
1318,25,P04,no,1,0.4481,0.555328,0.548459,32.0,25.0,2026-05-29T13:59:14.323021+00:00
1322,25,P05,yes,1,0.5656,0.562177,0.569001,35.0,25.0,2026-05-29T13:59:14.780039+00:00
1327,25,P05,yes,1,0.5174,0.513885,0.520821,38.0,35.0,2026-05-29T13:59:15.578823+00:00
1332,25,P05,yes,1,0.33,0.326904,0.333045,40.0,65.0,2026-05-29T13:59:15.958067+00:00
1336,25,P01,no,10,8.0011,0.2227,0.178319,40.0,95.0,2026-05-29T13:59:16.361697+00:00
1361,25,P08,yes,1,0.0432,0.042651,0.0438,84.0,195.0,2026-05-29T13:59:18.820486+00:00
1366,25,P01,no,10,9.6897,0.035381,0.027032,86.0,215.0,2026-05-29T13:59:19.059947+00:00
1368,25,P08,yes,1,0.0274,0.027032,0.027772,87.0,215.0,2026-05-29T13:59:19.223053+00:00
1373,25,P02,yes,20,0.818,0.030935,0.052706,111.0,215.0,2026-05-29T13:59:19.783864+00:00
1382,25,P06,yes,1,0.099,0.097773,0.10025,136.0,215.0,2026-05-29T13:59:20.666314+00:00
1384,25,P02,yes,20,2.586,0.10025,0.162616,156.0,215.0,2026-05-29T13:59:20.777556+00:00
1386,25,P06,yes,1,0.1645,0.162616,0.166434,157.0,215.0,2026-05-29T13:59:20.963499+00:00
1390,25,P06,yes,1,0.2608,0.25816,0.263515,178.0,215.0,2026-05-29T13:59:21.260988+00:00
1414,25,P06,yes,1,0.3059,0.302941,0.308838,186.0,215.0,2026-05-29T13:59:24.524141+00:00
1430,25,P07,no,20,13.4425,0.390682,0.268941,199.0,235.0,2026-05-29T13:59:27.756663+00:00
1460,25,P01,yes,1,0.2772,0.274438,0.280003,201.0,235.0,2026-05-29T13:59:33.919778+00:00
1470,25,P01,yes,1,0.3239,0.320821,0.326904,209.0,235.0,2026-05-29T13:59:35.286852+00:00
1471,25,P01,yes,1,0.33,0.326904,0.333045,210.0,235.0,2026-05-29T13:59:35.470064+00:00
1477,25,P07,no,20,14.0362,0.358166,0.242524,214.0,255.0,2026-05-29T13:59:36.146713+00:00
1479,25,P01,yes,1,0.2503,0.247664,0.252876,216.0,255.0,2026-05-29T13:59:36.453101+00:00
1487,25,P01,yes,1,0.2885,0.285638,0.291339,223.0,255.0,2026-05-29T13:59:37.579011+00:00
1493,25,P01,yes,1,0.3239,0.320821,0.326904,229.0,255.0,2026-05-29T13:59:38.561051+00:00
1495,25,P01,yes,1,0.3361,0.333045,0.339244,231.0,255.0,2026-05-29T13:59:38.883482+00:00
1509,25,P01,yes,1,0.4141,0.410691,0.41743,243.0,255.0,2026-05-29T13:59:40.909324+00:00
1511,25,P01,yes,1,0.4276,0.4242,0.430999,245.0,255.0,2026-05-29T13:59:41.253417+00:00
1516,25,P01,yes,1,0.2109,0.208609,0.213232,248.0,295.0,2026-05-29T13:59:41.794656+00:00
1524,25,P01,yes,1,0.157,0.155192,0.158869,235.0,295.0,2026-05-29T13:59:42.967360+00:00
1535,25,P02,yes,20,-5.7351,0.345498,0.232465,232.0,275.0,2026-05-29T13:59:48.840753+00:00
1562,25,P02,yes,20,-5.6228,0.339244,0.227546,231.0,275.0,2026-05-29T14:00:07.156610+00:00
1569,25,P05,yes,20,5.5117,0.2227,0.333045,271.0,296.0,2026-05-29T14:00:08.266973+00:00
1582,25,P09,no,20,12.1731,0.45843,0.326904,291.0,317.0,2026-05-29T14:00:10.506241+00:00
1586,25,P07,yes,20,10.5515,0.45843,0.596015,331.0,317.0,2026-05-29T14:00:11.514167+00:00
1588,25,P03,yes,9,-5.0281,0.589309,0.527749,321.0,317.0,2026-05-29T14:00:12.541370+00:00
1608,25,P06,no,1,0.67,0.333045,0.326904,312.0,338.0,2026-05-29T14:00:15.257038+00:00
1640,25,P09,no,10,5.7568,0.45843,0.390682,332.0,348.0,2026-05-29T14:00:23.244414+00:00
1649,25,P01,yes,10,-2.8592,0.314799,0.25816,312.0,350.0,2026-05-29T14:00:27.073040+00:00
1660,25,P02,yes,20,3.2759,0.128234,0.20406,301.0,350.0,2026-05-29T14:00:28.130346+00:00
1665,25,P02,yes,20,12.6924,0.569001,0.697059,380.0,350.0,2026-05-29T14:00:29.335986+00:00
1681,25,P05,yes,1,-0.645,0.648194,0.641834,371.0,350.0,2026-05-29T14:00:31.358380+00:00
1685,25,P05,yes,1,-0.6257,0.628965,0.622459,368.0,350.0,2026-05-29T14:00:31.640805+00:00
1687,25,P05,yes,1,-0.6126,0.61591,0.609318,366.0,350.0,2026-05-29T14:00:31.807320+00:00
1689,25,P05,yes,1,-0.5994,0.602685,0.596015,364.0,350.0,2026-05-29T14:00:31.958171+00:00
1695,25,P08,yes,1,-0.5656,0.569001,0.562177,359.0,350.0,2026-05-29T14:00:32.375406+00:00
109,4,P06,yes,1,0.5035,0.5,0.506944,1.0,0.0,2026-05-29T13:34:33.466762+00:00
111,4,P06,yes,1,0.5104,0.506944,0.513885,2.0,0.0,2026-05-29T13:34:34.870462+00:00
115,4,P09,yes,1,0.5174,0.513885,0.520821,3.0,0.0,2026-05-29T13:34:35.862531+00:00
118,4,P06,yes,1,0.5243,0.520821,0.527749,4.0,0.0,2026-05-29T13:34:36.602669+00:00
120,4,P03,no,5,2.4479,0.527749,0.493056,4.0,5.0,2026-05-29T13:34:37.221387+00:00
121,4,P02,no,8,4.277,0.493056,0.437823,4.0,13.0,2026-05-29T13:34:37.473126+00:00
122,4,P06,yes,1,0.4412,0.437823,0.444672,5.0,13.0,2026-05-29T13:34:37.616170+00:00
125,4,P06,yes,1,0.4481,0.444672,0.451541,6.0,13.0,2026-05-29T13:34:38.897405+00:00
126,4,P09,yes,20,10.4138,0.451541,0.589309,26.0,13.0,2026-05-29T13:34:38.975098+00:00
127,4,P09,yes,20,13.0722,0.589309,0.714362,46.0,13.0,2026-05-29T13:34:39.257930+00:00
128,4,P09,yes,20,15.3263,0.714362,0.813395,66.0,13.0,2026-05-29T13:34:39.471284+00:00
129,4,P09,yes,20,17.0163,0.813395,0.883683,86.0,13.0,2026-05-29T13:34:39.749105+00:00
130,4,P09,yes,20,18.1694,0.883683,0.929781,106.0,13.0,2026-05-29T13:34:39.970165+00:00
131,4,P09,yes,20,18.906,0.929781,0.958469,126.0,13.0,2026-05-29T13:34:40.153835+00:00
133,4,P07,yes,20,19.357,0.958469,0.975742,146.0,13.0,2026-05-29T13:34:41.729014+00:00
134,4,P05,yes,20,19.6258,0.975742,0.985936,166.0,13.0,2026-05-29T13:34:42.069053+00:00
137,4,P04,no,1,0.0143,0.985936,0.985546,166.0,14.0,2026-05-29T13:34:43.908481+00:00
138,4,P02,no,17,0.3127,0.985546,0.977023,166.0,31.0,2026-05-29T13:34:44.090794+00:00
140,4,P05,yes,20,19.6457,0.977023,0.986686,186.0,31.0,2026-05-29T13:34:46.495116+00:00
146,4,P06,yes,1,-0.9865,0.986686,0.986316,185.0,31.0,2026-05-29T13:34:49.669484+00:00
151,4,P07,yes,20,19.7894,0.986316,0.992103,205.0,31.0,2026-05-29T13:34:51.742327+00:00
162,4,P06,yes,1,-0.992,0.992103,0.991882,204.0,31.0,2026-05-29T13:34:53.982350+00:00
170,4,P06,yes,1,-0.9918,0.991882,0.991656,203.0,31.0,2026-05-29T13:34:56.939706+00:00
171,4,P09,yes,20,-19.7775,0.991656,0.985546,183.0,31.0,2026-05-29T13:34:57.262412+00:00
172,4,P06,yes,1,-0.9853,0.985546,0.985145,182.0,31.0,2026-05-29T13:34:57.919138+00:00
173,4,P02,no,20,0.3951,0.985145,0.974392,182.0,51.0,2026-05-29T13:34:58.405786+00:00
177,4,P06,yes,1,-0.974,0.974392,0.973689,181.0,51.0,2026-05-29T13:35:00.171196+00:00
178,4,P05,no,5,0.1409,0.973689,0.969887,181.0,56.0,2026-05-29T13:35:00.264660+00:00
179,4,P09,yes,20,-19.2035,0.969887,0.948664,161.0,56.0,2026-05-29T13:35:00.758757+00:00
180,4,P09,yes,20,-18.6526,0.948664,0.913813,141.0,56.0,2026-05-29T13:35:02.028391+00:00
181,4,P07,yes,20,-17.7658,0.913813,0.858824,121.0,56.0,2026-05-29T13:35:03.403659+00:00
183,4,P09,yes,20,-16.4094,0.858824,0.7773,101.0,56.0,2026-05-29T13:35:05.249106+00:00
184,4,P09,yes,20,-14.4883,0.7773,0.666955,81.0,56.0,2026-05-29T13:35:05.438176+00:00
185,4,P09,yes,20,-12.0411,0.666955,0.534667,61.0,56.0,2026-05-29T13:35:05.571825+00:00
186,4,P07,yes,20,-9.3111,0.534667,0.397315,41.0,56.0,2026-05-29T13:35:06.192246+00:00
187,4,P01,yes,1,0.4006,0.397315,0.403985,42.0,56.0,2026-05-29T13:35:07.486162+00:00
188,4,P02,no,1,-0.5927,0.403985,0.410691,42.0,55.0,2026-05-29T13:35:07.695578+00:00
189,4,P01,yes,1,0.4141,0.410691,0.41743,43.0,55.0,2026-05-29T13:35:08.509101+00:00
191,4,P08,no,1,0.5859,0.41743,0.410691,43.0,56.0,2026-05-29T13:35:09.179231+00:00
193,4,P01,yes,10,4.4476,0.410691,0.479179,53.0,56.0,2026-05-29T13:35:10.407852+00:00
199,4,P01,yes,10,6.4798,0.61591,0.679179,83.0,56.0,2026-05-29T13:35:12.571578+00:00
200,4,P01,yes,10,7.0838,0.679179,0.736485,93.0,56.0,2026-05-29T13:35:13.986998+00:00
223,4,P04,no,3,0.3801,0.87785,0.868629,135.0,67.0,2026-05-29T13:35:32.991463+00:00
224,4,P05,yes,20,-16.6476,0.868629,0.791391,115.0,67.0,2026-05-29T13:35:33.206117+00:00
236,4,P01,yes,10,7.1408,0.685201,0.74184,105.0,67.0,2026-05-29T13:35:40.867822+00:00
239,4,P01,yes,10,8.2138,0.800415,0.841131,115.0,55.0,2026-05-29T13:35:41.955066+00:00
240,4,P03,yes,4,3.3935,0.841131,0.855422,119.0,55.0,2026-05-29T13:35:43.504531+00:00
270,6,P01,yes,1,-0.7,0.702893,0.697059,122.0,92.0,2026-05-29T13:37:03.401947+00:00
274,6,P01,yes,1,-0.6761,0.679179,0.673096,118.0,92.0,2026-05-29T13:37:04.119366+00:00
1281,25,P05,yes,1,0.5104,0.506944,0.513885,3.0,1.0,2026-05-29T13:59:10.625342+00:00
1288,25,P05,yes,1,0.5312,0.527749,0.534667,8.0,3.0,2026-05-29T13:59:11.408487+00:00
1304,25,P05,yes,1,0.4896,0.486115,0.493056,22.0,23.0,2026-05-29T13:59:12.901502+00:00
1317,25,P05,yes,1,0.5519,0.548459,0.555328,32.0,24.0,2026-05-29T13:59:14.227016+00:00
1325,25,P05,yes,1,0.5792,0.5758,0.58257,37.0,25.0,2026-05-29T13:59:15.190071+00:00
1326,25,P01,no,10,4.5162,0.58257,0.513885,37.0,35.0,2026-05-29T13:59:15.497642+00:00
1331,25,P01,no,10,6.4162,0.390682,0.326904,39.0,65.0,2026-05-29T13:59:15.909195+00:00
1333,25,P01,no,10,6.9679,0.333045,0.274438,40.0,75.0,2026-05-29T13:59:16.067647+00:00
1335,25,P01,no,10,7.5203,0.274438,0.2227,40.0,85.0,2026-05-29T13:59:16.199235+00:00
1337,25,P01,no,10,8.4084,0.178319,0.141176,40.0,105.0,2026-05-29T13:59:16.501977+00:00
1351,25,P08,yes,1,0.052,0.051336,0.052706,61.0,165.0,2026-05-29T13:59:18.020750+00:00
1353,25,P02,yes,20,1.3827,0.052706,0.0884,81.0,165.0,2026-05-29T13:59:18.075865+00:00
1355,25,P06,yes,1,0.0693,0.068427,0.070219,82.0,175.0,2026-05-29T13:59:18.469444+00:00
1359,25,P01,no,10,9.5117,0.055549,0.042651,83.0,195.0,2026-05-29T13:59:18.701378+00:00
1421,25,P06,yes,1,0.3178,0.314799,0.320821,188.0,215.0,2026-05-29T13:59:25.324760+00:00
1425,25,P03,yes,5,1.7121,0.326904,0.358166,194.0,215.0,2026-05-29T13:59:26.128095+00:00
1468,25,P01,yes,1,0.3118,0.308838,0.314799,207.0,235.0,2026-05-29T13:59:34.954076+00:00
1474,25,P01,yes,1,0.3486,0.345498,0.351806,213.0,235.0,2026-05-29T13:59:35.926981+00:00
1481,25,P01,yes,1,0.2608,0.25816,0.263515,218.0,255.0,2026-05-29T13:59:36.793021+00:00
1491,25,P01,yes,1,0.3118,0.308838,0.314799,227.0,255.0,2026-05-29T13:59:38.228493+00:00
1498,25,P01,yes,1,0.355,0.351806,0.358166,234.0,255.0,2026-05-29T13:59:39.375012+00:00
1500,25,P01,yes,1,0.3678,0.364576,0.371035,236.0,255.0,2026-05-29T13:59:39.710727+00:00
1503,25,P01,yes,1,0.3808,0.377541,0.38409,238.0,255.0,2026-05-29T13:59:40.043287+00:00
1514,25,P09,no,20,14.9186,0.308838,0.20406,246.0,295.0,2026-05-29T13:59:41.537154+00:00
1519,25,P01,yes,1,0.1395,0.137842,0.141176,230.0,295.0,2026-05-29T13:59:42.146129+00:00
1520,25,P01,yes,1,0.1429,0.141176,0.144578,231.0,295.0,2026-05-29T13:59:42.296915+00:00
1533,25,P09,no,20,-14.2649,0.232465,0.345498,252.0,275.0,2026-05-29T13:59:46.384747+00:00
1542,25,P09,yes,10,2.7473,0.247664,0.302941,245.0,275.0,2026-05-29T13:59:55.488209+00:00
1549,25,P05,yes,1,0.2156,0.213232,0.217929,229.0,275.0,2026-05-29T13:59:59.525542+00:00
1552,25,P05,yes,1,0.2251,0.2227,0.227546,231.0,275.0,2026-05-29T14:00:00.289379+00:00
1574,25,P05,yes,20,10.6889,0.465333,0.602685,311.0,296.0,2026-05-29T14:00:09.190187+00:00
1585,25,P05,yes,20,7.8269,0.326904,0.45843,311.0,317.0,2026-05-29T14:00:11.412795+00:00
1589,25,P03,yes,9,-4.4688,0.527749,0.465333,312.0,317.0,2026-05-29T14:00:12.706548+00:00
1648,25,P01,yes,10,-3.4572,0.377541,0.314799,322.0,350.0,2026-05-29T14:00:26.896452+00:00
1671,25,P05,yes,1,-0.6882,0.691162,0.685201,378.0,350.0,2026-05-29T14:00:30.294854+00:00
1680,25,P05,yes,1,-0.6514,0.654502,0.648194,372.0,350.0,2026-05-29T14:00:31.209926+00:00
1684,25,P08,yes,1,-0.6322,0.635424,0.628965,369.0,350.0,2026-05-29T14:00:31.567507+00:00
1688,25,P08,yes,1,-0.606,0.609318,0.602685,365.0,350.0,2026-05-29T14:00:31.887890+00:00
1690,25,P08,yes,1,-0.5927,0.596015,0.589309,363.0,350.0,2026-05-29T14:00:32.055738+00:00
197,4,P09,yes,20,10.963,0.479179,0.61591,73.0,56.0,2026-05-29T13:35:11.592564+00:00
201,4,P02,no,11,-2.5885,0.736485,0.791391,93.0,45.0,2026-05-29T13:35:14.572031+00:00
210,4,P07,yes,20,18.7855,0.922171,0.953813,153.0,44.0,2026-05-29T13:35:20.457667+00:00
211,4,P09,yes,20,-18.7855,0.953813,0.922171,133.0,44.0,2026-05-29T13:35:21.419407+00:00
225,4,P09,no,20,5.1869,0.791391,0.685201,115.0,87.0,2026-05-29T13:35:33.980935+00:00
228,4,P07,yes,20,-9.7241,0.555328,0.41743,75.0,87.0,2026-05-29T13:35:35.167801+00:00
1283,25,P05,yes,1,0.5104,0.506944,0.513885,4.0,2.0,2026-05-29T13:59:10.778044+00:00
1290,25,P05,yes,1,0.545,0.54157,0.548459,10.0,3.0,2026-05-29T13:59:11.708772+00:00
1292,25,P05,yes,1,0.5588,0.555328,0.562177,12.0,3.0,2026-05-29T13:59:12.006800+00:00
1297,25,P08,yes,1,0.4481,0.444672,0.451541,16.0,23.0,2026-05-29T13:59:12.420721+00:00
1299,25,P05,yes,1,0.4619,0.45843,0.465333,18.0,23.0,2026-05-29T13:59:12.597019+00:00
1301,25,P05,yes,1,0.4757,0.472251,0.479179,20.0,23.0,2026-05-29T13:59:12.741493+00:00
1310,25,P05,yes,1,0.5243,0.520821,0.527749,27.0,23.0,2026-05-29T13:59:13.342282+00:00
1314,25,P05,yes,1,0.545,0.54157,0.548459,30.0,23.0,2026-05-29T13:59:13.878728+00:00
1316,25,P04,no,1,0.4481,0.555328,0.548459,31.0,24.0,2026-05-29T13:59:14.135069+00:00
