session_id,participant_id,total_tokens,rank,prize_eur,computed_at,paid_at
1,P08,980.2429,1,5,2026-06-01 12:21:16,
1,P03,862.5137,2,3,2026-06-01 12:21:16,
1,P07,722.6788,3,2,2026-06-01 12:21:16,
1,P06,718.9781,4,0,2026-06-01 12:21:16,
1,P01,511.5573,5,0,2026-06-01 12:21:16,
1,P04,496.4952,6,0,2026-06-01 12:21:16,
1,P09,344.9153,7,0,2026-06-01 12:21:16,
1,P02,324.1265,8,0,2026-06-01 12:21:16,
1,P05,300.7437,9,0,2026-06-01 12:21:16,
