id,session_id,market_number,is_practice,scenario_id,true_probability,stage,b_parameter,q_yes,q_no,opened_at,closed_at
1,1,0,1,C,0.5,1,36,51,51,2026-06-01 14:17:11.026903,2026-06-01 14:17:14.767281
2,1,1,0,C,0.5,1,36,28,29,2026-06-01 14:17:14.768154,2026-06-01 14:17:32.998865
3,1,2,0,A,0.75,2,36,1916,1898,2026-06-01 14:17:33.000706,2026-06-01 14:17:55.700700
4,1,3,0,B,0.25,3,36,29,29,2026-06-01 14:17:55.701669,2026-06-01 14:18:13.372789
5,1,4,0,D,0.65,4,36,4136,4235,2026-06-01 14:18:13.374019,2026-06-01 14:18:37.039427
